comunadondeseimpartelacarreraopr,nombreregion,duraciónensemestres,puntaje,pnem,prank,ingreso2,valordearancel,ingreso,area,year
La Serena,Región de Coquimbo,10,525,,,26,2.470.000,72,Law,2013
Santiago,Región Metropolitana,10,572,518,527,87,4.650.180,427,Law,2017
Santiago,Región Metropolitana,12,541,,,37,2.150.000,329,Law,2011
Providencia,Región Metropolitana,10,549,521,531,318,4.930.000,1369,Law,2019
Santiago,Región Metropolitana,10,450,,,3,1.590.000,266,Law,2008
Providencia,Región Metropolitana,10,603,563,584,141,4.169.000,515,Law,2016
Santiago,Región Metropolitana,10,492,,,5,1.460.000,417,Law,2008
Viña del Mar,Región de Valparaíso,5,490,,,36,875.000,231,Law,2006
Providencia,Región Metropolitana,10,535,540,540,18,2.750.000,154,Law,2017
Providencia,Región Metropolitana,10,524,510,510,5,2.675.000,144,Law,2017
Peñalolén,Región Metropolitana,10,654,592,604,110,5.266.370,643,Law,2017
Santiago,Región Metropolitana,10,584,535,549,105,4.378.520,407,Law,2016
Santiago,Región Metropolitana,10,527,544,580,20,3.019.000,678,Law,2015
Talca,Región del Maule,10,659,,,105,2.475.000,833,Law,2011
Valdivia,Región de los Ríos,10,566,533,544,72,3.789.900,317,Law,2018
Providencia,Región Metropolitana,10,588,550,564,197,4.660.000,783,Law,2019
Antofagasta,Región de Antofagasta,10,516,,,34,2.903.800,145,Law,2016
Santiago,Región Metropolitana,10,664,,,187,3.299.895,936,Law,2009
Santiago,Región Metropolitana,10,531,,,27,2.272.700,212,Law,2012
Santiago,Región Metropolitana,10,590,539,555,92,4.150.194,352,Law,2015
Temuco,Región de La Araucanía,10,591,583,614,163,3.378.000,759,Law,2015
Santiago,Región Metropolitana,10,508,,,40,2.484.000,126,Law,2011
Santiago,Región Metropolitana,12,564,,,6,2.260.000,329,Law,2012
Concepción,Región del Bío-Bío,10,668,,,156,2.408.000,966,Law,2008
Santiago,Región Metropolitana,5,423,,,12,900.000,200,Law,2009
Temuco,Región de La Araucanía,10,542,497,502,48,3.146.932,308,Law,2015
Providencia,Región Metropolitana,5,427,,,21,810.000,76,Law,2009
La Serena,Región de Coquimbo,10,612,595,632,46,2.890.000,46,Law,2013
San Joaquín,Región Metropolitana,10,631,619,648,58,3.426.000,318,Law,2019
Iquique,Región de Tarapacá,11,548,566,582,19,2.687.000,265,Law,2014
Las Condes,Región Metropolitana,10,665,622,635,138,4.425.534,859,Law,2015
Las Condes,Región Metropolitana,2,602,586,591,76,4.737.065,82,Law,2017
Providencia,Región Metropolitana,10,489,,,10,1.522.000,146,Law,2007
La Serena,Región de Coquimbo,10,612,,,2,2.093.000,65,Law,2011
Las Condes,Región Metropolitana,10,656,,,134,3.861.999,707,Law,2011
Antofagasta,Región de Antofagasta,10,537,,,17,2.290.000,143,Law,2012
Osorno,Región de Los Lagos,10,573,,,25,2.489.000,124,Law,2009
Viña del Mar,Región de Valparaíso,10,545,,,48,3.604.705,322,Law,2016
Rancagua,Región del Gral. B. O`Higgins,10,632,638,678,45,3.651.805,54,Law,2018
Santiago,Región Metropolitana,10,418,477,,11,3.042.850,144,Law,2015
Concepción,Región del Bío-Bío,10,666,673,716,157,3.091.000,818,Law,2015
Las Condes,Región Metropolitana,2,598,579,586,67,4.302.602,71,Law,2015
Antofagasta,Región de Antofagasta,12,432,,,2,1.415.000,53,Law,2006
La Serena,Región de Coquimbo,10,621,592,616,55,3.352.000,214,Law,2018
Temuco,Región de La Araucanía,10,507,537,527,66,3.459.292,215,Law,2019
Santiago,Región Metropolitana,10,632,,,71,3.385.000,375,Law,2011
Arica,Región de Arica y Parinacota,11,558,,,70,1.458.000,520,Law,2006
Santiago,Región Metropolitana,10,556,512,,37,2.781.000,768,Law,2013
La Serena,Región de Coquimbo,10,525,525,,65,2.332.000,271,Law,2013
Iquique,Región de Tarapacá,12,616,,,1,2.110.000,120,Law,2012
Iquique,Región de Tarapacá,11,556,551,555,27,2.559.000,292,Law,2013
Viña del Mar,Región de Valparaíso,5,462,,,2,1.000.000,52,Law,2011
Santiago,Región Metropolitana,10,722,,,378,2.633.500,2474,Law,2008
Santiago,Región Metropolitana,10,587,,,260,3.160.000,1333,Law,2009
Las Condes,Región Metropolitana,10,558,509,519,33,4.378.520,34,Law,2016
Concepción,Región del Bío-Bío,10,508,,,55,1.919.000,148,Law,2008
Santiago,Región Metropolitana,10,450,,,,1.690.000,452,Law,2009
Viña del Mar,Región de Valparaíso,5,439,,,15,920.000,71,Law,2009
Chillán,Región de Ñuble,10,626,635,662,64,2.955.000,279,Law,2014
Chillán,Región de Ñuble,10,644,669,708,63,3.500.000,337,Law,2018
Temuco,Región de La Araucanía,10,585,576,594,150,3.873.000,846,Law,2018
Providencia,Región Metropolitana,10,511,,,2,1.970.000,212,Law,2006
Providencia,Región Metropolitana,10,562,,,228,2.570.000,1231,Law,2006
Iquique,Región de Tarapacá,12,523,,,36,2.862.900,196,Law,2018
Talca,Región del Maule,10,522,,,103,1.760.000,325,Law,2008
Santiago,Región Metropolitana,10,506,475,484,39,3.094.000,184,Law,2019
Santiago,Región Metropolitana,10,727,,,366,3.375.700,2708,Law,2012
Antofagasta,Región de Antofagasta,10,493,,,24,2.683.700,136,Law,2015
Santiago,Región Metropolitana,10,568,,,210,2.884.000,1264,Law,2008
Providencia,Región Metropolitana,10,526,,,7,1.669.000,121,Law,2009
Los Ángeles,Región del Bío-Bío,5,496,,,11,653.000,123,Law,2006
Valparaíso,Región de Valparaíso,10,647,651,693,146,3.119.000,736,Law,2018
La Serena,Región de Coquimbo,10,559,,,7,2.100.000,79,Law,2010
Talca,Región del Maule,10,535,,,93,2.469.726,452,Law,2014
Punta Arenas,Región de Magallanes,10,573,576,587,37,3.760.000,219,Law,2018
Providencia,Región Metropolitana,10,581,,,7,1.918.400,30,Law,2008
Providencia,Región Metropolitana,10,587,,,39,3.570.000,239,Law,2010
Temuco,Región de La Araucanía,10,529,489,498,96,3.017.000,293,Law,2016
Las Condes,Región Metropolitana,10,659,,,104,3.748.776,620,Law,2010
Talca,Región del Maule,10,652,634,672,147,3.375.000,861,Law,2018
Las Condes,Región Metropolitana,2,617,590,594,82,4.959.203,86,Law,2019
Quillota,Región de Valparaíso,5,512,,,5,649.000,37,Law,2012
Santiago,Región Metropolitana,10,530,554,534,171,4.255.000,837,Law,2018
Antofagasta,Región de Antofagasta,10,496,,,25,1.800.000,95,Law,2008
Valparaíso,Región de Valparaíso,10,680,652,680,197,4.101.000,992,Law,2017
Viña del Mar,Región de Valparaíso,10,529,,,40,2.230.000,198,Law,2010
Antofagasta,Región de Antofagasta,10,629,,,82,2.060.000,496,Law,2007
Providencia,Región Metropolitana,10,590,546,563,228,4.486.000,697,Law,2018
San Miguel,Región Metropolitana,10,495,,,8,1.821.000,102,Law,2008
La Florida,Región Metropolitana,,471,,,5,1.870.000,121,Law,2009
Viña del Mar,Región de Valparaíso,12,513,,,2,1.485.000,51,Law,2006
Valdivia,Región de los Ríos,10,512,,,7,2.568.400,80,Law,2016
Las Condes,Región Metropolitana,2,599,588,592,60,4.517.109,64,Law,2016
Santiago,Región Metropolitana,10,573,,,19,2.320.000,736,Law,2009
Providencia,Región Metropolitana,10,557,560,560,8,2.808.750,127,Law,2018
Antofagasta,Región de Antofagasta,12,536,,,1,1.640.000,64,Law,2008
Providencia,Región Metropolitana,10,520,540,516,62,3.443.908,171,Law,2019
Viña del Mar,Región de Valparaíso,10,553,,,7,3.008.000,118,Law,2014
Santiago,Región Metropolitana,10,545,,,84,2.100.000,299,Law,2007
Santiago,Región Metropolitana,10,632,550,564,151,4.490.000,689,Law,2017
Santiago,Región Metropolitana,5,493,,,22,865.000,192,Law,2006
Providencia,Región Metropolitana,10,527,,,32,2.916.860,164,Law,2013
Iquique,Región de Tarapacá,10,530,,,13,2.100.000,134,Law,2012
Iquique,Región de Tarapacá,11,552,,,29,1.650.000,52,Law,2007
Providencia,Región Metropolitana,10,534,476,476,23,2.619.000,174,Law,2016
Viña del Mar,Región de Valparaíso,10,546,525,542,15,3.989.000,229,Law,2018
San Fernando,Región del Gral. B. O`Higgins,10,564,,,6,1.372.800,26,Law,2006
La Serena,Región de Coquimbo,10,530,491,,6,2.332.000,67,Law,2013
Los Ángeles,Región del Bío-Bío,10,519,,,25,1.415.000,82,Law,2006
Antofagasta,Región de Antofagasta,10,637,,,84,2.270.000,540,Law,2008
Rancagua,Región del Gral. B. O`Higgins,5,432,,,19,950.000,58,Law,2011
Viña del Mar,Región de Valparaíso,10,550,536,547,179,4.028.000,691,Law,2018
Osorno,Región de Los Lagos,5,480,,,5,603.000,35,Law,2006
Santiago,Región Metropolitana,10,501,,,58,2.530.000,277,Law,2010
Valdivia,Región de los Ríos,10,655,,,82,2.290.000,500,Law,2008
Arica,Región de Arica y Parinacota,11,611,,,93,1.844.000,533,Law,2009
Viña del Mar,Región de Valparaíso,10,552,539,549,189,4.150.000,743,Law,2019
Iquique,Región de Tarapacá,10,519,,,30,2.895.300,142,Law,2018
Concepción,Región del Bío-Bío,10,673,,,155,2.636.800,933,Law,2009
Los Ángeles,Región del Bío-Bío,10,479,,,2,1.270.000,55,Law,2006
Temuco,Región de La Araucanía,10,598,594,620,100,3.391.000,437,Law,2017
Santiago,Región Metropolitana,10,744,734,774,304,5.011.000,2043,Law,2018
Santiago,Región Metropolitana,10,543,,,9,1.687.050,44,Law,2012
Puerto Montt,Región de Los Lagos,10,510,,,11,2.506.000,115,Law,2013
Providencia,Región Metropolitana,10,569,,,11,2.160.000,75,Law,2011
Temuco,Región de La Araucanía,5,458,,,2,723.000,87,Law,2006
Las Condes,Región Metropolitana,10,678,645,652,136,5.234.715,894,Law,2019
Concepción,Región del Bío-Bío,10,618,,,115,2.384.000,643,Law,2011
Santiago,Región Metropolitana,10,469,482,494,61,3.099.000,272,Law,2018
Concepción,Región del Bío-Bío,10,541,531,540,66,3.633.436,294,Law,2017
Antofagasta,Región de Antofagasta,8,479,,,17,1.020.000,69,Law,2006
Lo Barnechea,Región Metropolitana,10,626,557,563,98,5.523.779,504,Law,2016
Viña del Mar,Región de Valparaíso,10,517,,,32,1.637.000,83,Law,2006
Providencia,Región Metropolitana,10,527,,,28,2.290.000,244,Law,2013
Concepción,Región del Bío-Bío,10,547,520,527,162,4.028.200,705,Law,2018
Viña del Mar,Región de Valparaíso,12,491,,,5,1.620.000,54,Law,2007
Santiago,Región Metropolitana,8,542,,,53,1.266.500,145,Law,2007
Concepción,Región del Bío-Bío,10,636,634,663,121,3.314.000,697,Law,2018
Concepción,Región del Bío-Bío,10,558,539,539,163,4.153.100,743,Law,2019
Santiago,Región Metropolitana,10,481,453,453,15,1.730.000,54,Law,2013
Valdivia,Región de los Ríos,5,498,,,7,613.000,94,Law,2006
Ovalle,Región de Coquimbo,5,466,,,4,653.000,38,Law,2006
Valdivia,Región de los Ríos,10,555,538,552,48,3.706.500,295,Law,2017
Iquique,Región de Tarapacá,10,502,,,31,2.791.900,103,Law,2017
Santiago,Región Metropolitana,10,717,,,340,2.256.000,2277,Law,2006
Viña del Mar,Región de Valparaíso,5,439,,,15,950.000,55,Law,2010
Santiago,Región Metropolitana,10,736,725,768,275,4.291.000,1888,Law,2014
Copiapó,Región de Atacama,10,551,,,39,2.525.000,314,Law,2012
La Serena,Región de Coquimbo,10,550,,,2,1.720.000,102,Law,2007
Santiago,Región Metropolitana,10,629,547,561,138,4.028.000,533,Law,2015
San Fernando,Región del Gral. B. O`Higgins,5,435,,,2,980.000,20,Law,2010
Antofagasta,Región de Antofagasta,10,506,,,29,2.534.100,135,Law,2014
Santiago,Región Metropolitana,10,557,,,79,3.759.678,297,Law,2011
Providencia,Región Metropolitana,10,515,502,515,98,3.820.000,207,Law,2016
Providencia,Región Metropolitana,10,561,532,548,322,4.030.826,1454,Law,2014
Santiago,Región Metropolitana,10,667,607,625,231,4.975.000,1203,Law,2018
Viña del Mar,Región de Valparaíso,10,554,530,544,171,3.345.586,661,Law,2014
Iquique,Región de Tarapacá,12,513,,,3,1.500.000,87,Law,2007
Victoria,Región de La Araucanía,10,552,,,49,2.013.000,115,Law,2009
Santiago,Región Metropolitana,10,506,483,491,56,3.300.000,266,Law,2019
Valparaíso,Región de Valparaíso,10,671,626,654,210,3.764.000,927,Law,2015
Puerto Montt,Región de Los Lagos,10,562,,,44,3.102.295,206,Law,2011
Iquique,Región de Tarapacá,11,575,587,609,23,2.966.000,248,Law,2016
Copiapó,Región de Atacama,10,551,,,59,2.525.000,389,Law,2011
Viña del Mar,Región de Valparaíso,10,535,,,24,3.048.700,130,Law,2016
Los Ángeles,Región del Bío-Bío,10,522,,,31,2.912.000,176,Law,2018
Valparaíso,Región de Valparaíso,10,674,627,650,219,3.526.000,837,Law,2014
Santiago,Región Metropolitana,12,537,,,17,2.757.900,417,Law,2016
Puerto Montt,Región de Los Lagos,10,498,,,23,2.962.000,132,Law,2016
Los Ángeles,Región del Bío-Bío,10,522,,,35,2.633.300,165,Law,2016
San Miguel,Región Metropolitana,10,523,,,33,2.606.660,220,Law,2013
Puerto Montt,Región de Los Lagos,10,488,,,3,2.811.300,103,Law,2017
Santiago,Región Metropolitana,10,543,,,30,2.867.000,73,Law,2008
Chillán,Región de Ñuble,10,637,,,54,2.636.800,223,Law,2009
Concepción,Región del Bío-Bío,10,548,528,539,59,3.141.776,279,Law,2014
La Serena,Región de Coquimbo,10,508,,,37,2.890.800,142,Law,2016
Iquique,Región de Tarapacá,12,515,,,8,2.640.000,176,Law,2016
Temuco,Región de La Araucanía,10,519,,,58,2.488.784,364,Law,2013
Temuco,Región de La Araucanía,10,602,598,618,105,3.476.000,489,Law,2018
Las Condes,Región Metropolitana,10,548,521,531,16,4.924.660,75,Law,2018
Temuco,Región de La Araucanía,10,450,,,34,2.563.448,149,Law,2014
Antofagasta,Región de Antofagasta,10,538,,,1,2.065.000,79,Law,2009
Antofagasta,Región de Antofagasta,10,476,,,23,1.557.000,62,Law,2006
Talca,Región del Maule,10,528,,,52,2.220.000,315,Law,2010
Punta Arenas,Región de Magallanes,10,555,,,28,3.093.000,211,Law,2012
Santiago,Región Metropolitana,10,718,701,741,522,4.343.900,2926,Law,2018
Las Condes,Región Metropolitana,10,672,641,655,140,4.904.290,898,Law,2016
Lo Barnechea,Región Metropolitana,10,602,553,563,102,5.206.000,451,Law,2015
Coquimbo,Región de Coquimbo,10,650,,,87,2.676.000,421,Law,2011
Viña del Mar,Región de Valparaíso,10,526,,,38,2.390.000,209,Law,2011
Viña del Mar,Región de Valparaíso,10,644,614,628,75,4.959.203,389,Law,2019
Antofagasta,Región de Antofagasta,10,610,,,84,2.754.000,468,Law,2012
Viña del Mar,Región de Valparaíso,10,537,,,19,3.179.155,181,Law,2015
Talca,Región del Maule,10,532,537,548,132,2.839.000,516,Law,2016
Temuco,Región de La Araucanía,10,458,,,14,2.284.700,160,Law,2009
Viña del Mar,Región de Valparaíso,10,519,,,27,2.893.000,52,Law,2012
Providencia,Región Metropolitana,10,545,496,,14,2.417.700,159,Law,2015
Iquique,Región de Tarapacá,10,578,582,608,65,2.330.000,247,Law,2014
Santiago,Región Metropolitana,10,555,519,,136,3.745.000,1107,Law,2013
Concepción,Región del Bío-Bío,10,548,524,531,92,3.805.100,593,Law,2016
Santiago,Región Metropolitana,10,545,,,71,2.480.000,327,Law,2009
Talca,Región del Maule,10,659,,,121,1.934.000,830,Law,2007
Punta Arenas,Región de Magallanes,10,563,568,587,42,3.418.000,208,Law,2015
Viña del Mar,Región de Valparaíso,10,487,,,32,2.410.000,127,Law,2009
Viña del Mar,Región de Valparaíso,10,623,586,598,82,4.013.185,393,Law,2014
Viña del Mar,Región de Valparaíso,10,536,,,65,2.893.000,249,Law,2012
Concepción,Región del Bío-Bío,10,485,,,33,1.986.740,328,Law,2006
Los Ángeles,Región del Bío-Bío,10,516,,,39,2.424.700,158,Law,2015
Providencia,Región Metropolitana,10,473,,,11,1.659.000,128,Law,2008
Iquique,Región de Tarapacá,11,573,,,61,1.844.000,135,Law,2009
La Serena,Región de Coquimbo,10,568,414,414,1,2.414.000,77,Law,2014
Talca,Región del Maule,10,658,,,108,1.838.000,838,Law,2006
Providencia,Región Metropolitana,10,618,,,247,3.567.960,1354,Law,2011
Iquique,Región de Tarapacá,12,497,,,6,2.509.500,170,Law,2015
Antofagasta,Región de Antofagasta,10,507,,,35,3.080.100,146,Law,2017
Puerto Montt,Región de Los Lagos,10,511,,,19,2.773.400,107,Law,2015
Antofagasta,Región de Antofagasta,10,631,631,660,105,3.451.000,493,Law,2017
Santiago,Región Metropolitana,10,660,,,194,3.636.364,1018,Law,2011
Viña del Mar,Región de Valparaíso,10,562,,,51,2.460.000,124,Law,2008
La Serena,Región de Coquimbo,10,509,,,2,1.634.000,77,Law,2006
Santiago,Región Metropolitana,10,615,,,86,2.604.000,379,Law,2008
Santiago,Región Metropolitana,10,608,617,661,95,2.916.100,319,Law,2017
Providencia,Región Metropolitana,10,554,538,557,299,3.875.794,1361,Law,2013
Valparaíso,Región de Valparaíso,10,655,659,706,144,2.934.000,673,Law,2016
Talca,Región del Maule,10,540,,,62,1.820.000,216,Law,2007
Santiago,Región Metropolitana,10,743,744,777,325,5.338.000,2105,Law,2019
Concepción,Región del Bío-Bío,10,633,,,118,2.013.000,583,Law,2008
Providencia,Región Metropolitana,10,515,,,15,1.853.000,155,Law,2012
La Serena,Región de Coquimbo,10,533,510,519,87,2.712.000,316,Law,2017
Talca,Región del Maule,10,527,,,98,2.288.000,414,Law,2012
La Serena,Región de Coquimbo,10,545,,,85,1.870.000,332,Law,2008
Lo Barnechea,Región Metropolitana,10,623,577,583,93,6.254.107,654,Law,2019
Iquique,Región de Tarapacá,10,495,,,26,1.840.000,134,Law,2009
Temuco,Región de La Araucanía,10,535,555,575,91,3.167.850,320,Law,2017
Las Condes,Región Metropolitana,10,657,,,141,4.002.408,764,Law,2012
Concepción,Región del Bío-Bío,5,429,,,11,920.000,56,Law,2011
Antofagasta,Región de Antofagasta,5,459,,,3,800.000,64,Law,2006
Santiago,Región Metropolitana,10,511,510,526,51,2.961.000,323,Law,2016
Santiago,Región Metropolitana,10,735,,,238,3.710.000,1517,Law,2010
Talca,Región del Maule,8,508,,,27,985.000,184,Law,2006
Temuco,Región de La Araucanía,10,587,578,602,175,3.172.000,743,Law,2014
Concepción,Región del Bío-Bío,10,606,558,564,78,4.709.371,272,Law,2018
Valdivia,Región de los Ríos,10,535,,,7,2.441.400,55,Law,2015
Viña del Mar,Región de Valparaíso,,490,582,,4,2.916.500,247,Law,2015
Talca,Región del Maule,10,656,666,697,143,3.426.000,778,Law,2019
Valparaíso,Región de Valparaíso,10,652,659,703,141,3.028.000,702,Law,2017
Temuco,Región de La Araucanía,11,487,,,8,2.101.000,115,Law,2013
Viña del Mar,Región de Valparaíso,10,541,,,26,3.605.254,267,Law,2018
Los Ángeles,Región del Bío-Bío,10,522,,,34,1.800.000,152,Law,2009
Providencia,Región Metropolitana,10,523,517,537,16,4.326.000,114,Law,2018
Maipú,Región Metropolitana,,543,,,1,2.277.000,80,Law,2010
Concepción,Región del Bío-Bío,10,548,,,95,3.407.508,569,Law,2011
Puerto Montt,Región de Los Lagos,5,381,,,2,840.000,63,Law,2009
Antofagasta,Región de Antofagasta,10,555,544,552,67,3.389.000,452,Law,2017
Iquique,Región de Tarapacá,10,576,576,599,51,2.194.408,211,Law,2013
La Serena,Región de Coquimbo,10,523,,,19,2.581.200,89,Law,2014
Talca,Región del Maule,5,503,,,11,763.000,104,Law,2006
Concepción,Región del Bío-Bío,10,539,507,512,98,3.413.800,562,Law,2014
Rancagua,Región del Gral. B. O`Higgins,5,382,,,14,920.000,77,Law,2009
Santiago,Región Metropolitana,10,554,448,448,9,3.158.000,567,Law,2016
Arica,Región de Arica y Parinacota,11,586,,,100,1.700.000,566,Law,2008
Santiago,Región Metropolitana,10,727,,,240,3.280.000,1384,Law,2008
Las Condes,Región Metropolitana,10,546,515,520,27,5.073.180,93,Law,2019
San Joaquín,Región Metropolitana,10,639,661,694,68,3.375.000,312,Law,2018
Valdivia,Región de los Ríos,10,641,,,82,2.480.000,434,Law,2010
Providencia,Región Metropolitana,10,586,535,555,114,3.980.000,464,Law,2015
Santiago,Región Metropolitana,10,729,712,761,398,4.106.600,2784,Law,2016
Santiago,Región Metropolitana,10,722,695,738,372,3.757.100,2669,Law,2014
Concepción,Región del Bío-Bío,10,505,,,12,2.410.000,143,Law,2012
Iquique,Región de Tarapacá,12,489,,,2,1.430.000,67,Law,2006
Providencia,Región Metropolitana,10,532,,,42,1.615.000,203,Law,2006
Valparaíso,Región de Valparaíso,10,658,,,120,2.210.000,620,Law,2010
Lo Barnechea,Región Metropolitana,10,609,,,79,3.805.000,430,Law,2009
Santiago,Región Metropolitana,10,462,,,7,1.962.000,272,Law,2011
San Joaquín,Región Metropolitana,10,658,663,715,46,2.680.800,178,Law,2014
Viña del Mar,Región de Valparaíso,12,511,,,5,2.891.600,146,Law,2016
Osorno,Región de Los Lagos,10,530,,,39,2.273.000,124,Law,2008
Antofagasta,Región de Antofagasta,10,530,,,11,1.760.000,87,Law,2007
Providencia,Región Metropolitana,10,548,519,531,325,4.465.148,1444,Law,2016
San Miguel,Región Metropolitana,10,573,,,9,2.490.000,122,Law,2012
Providencia,Región Metropolitana,10,531,476,,47,2.487.400,204,Law,2015
Viña del Mar,Región de Valparaíso,10,545,,,30,3.401.696,221,Law,2016
Santiago,Región Metropolitana,10,563,,,23,2.146.000,633,Law,2008
Coquimbo,Región de Coquimbo,10,657,655,698,101,3.624.000,562,Law,2018
Concepción,Región del Bío-Bío,10,624,629,664,121,3.000.000,680,Law,2015
Chillán,Región de Ñuble,10,627,,,63,2.408.000,194,Law,2008
Santiago,Región Metropolitana,4,460,,,4,680.000,61,Law,2007
Providencia,Región Metropolitana,10,476,,,45,2.530.000,70,Law,2010
